dwc:catalogNumber,dwc:genus,species,Day,Month,Year,Day of the year
,stenostomum,stenostomum acreanum,6,6,1958,157
532622,stenostomum,stenostomum acreanum,3,1,1981,3
1164727,stenostomum,stenostomum acreanum,6,8,1997,218
710181,stenostomum,stenostomum acreanum,7,10,1968,281
3138071,stenostomum,stenostomum acreanum,11,9,1991,254
813270,stenostomum,stenostomum acreanum,9,11,2001,313
999658,stenostomum,stenostomum acreanum,8,8,1995,220
1336703,stenostomum,stenostomum acreanum,4,9,1997,247
192327,stenostomum,stenostomum acreanum,8,8,1995,220
1061725,stenostomum,stenostomum acreanum,7,7,1981,188
3139760,stenostomum,stenostomum acreanum,9,9,1980,253
1510581,stenostomum,stenostomum acreanum,10,4,1995,100
1256892,stenostomum,stenostomum acreanum,8,8,1997,220
100499457,stenostomum,stenostomum acreanum,6,11,1998,310
1947075,stenostomum,stenostomum acreanum,8,2,1978,39
3139966,stenostomum,stenostomum acreanum,9,9,1987,252
3139463,stenostomum,stenostomum acreanum,7,8,1978,219
1417446,stenostomum,stenostomum acreanum,5,11,1996,310
1875936,stenostomum,stenostomum acreanum,10,9,1987,253
525568,stenostomum,stenostomum acreanum,9,1,1985,9
2389942,stenostomum,stenostomum acreanum,6,6,1958,157
p00208972,stenostomum,stenostomum acreanum,10,7,1999,191
rb00342106,stenostomum,stenostomum acreanum,8,8,1995,220
rb00341651,stenostomum,stenostomum acreanum,6,8,1997,218
2389940,stenostomum,stenostomum acreanum,5,12,1980,340
,victoria,victoria amazonica,25,9,1974,268
2269928,victoria,victoria amazonica,25,9,1974,268
55435,victoria,victoria amazonica,20,1,1973,20
u.1446092,victoria,victoria amazonica,27,9,1988,271
2269911,victoria,victoria amazonica,25,9,1974,268
u.1446095,victoria,victoria amazonica,29,10,1968,303
2269910,victoria,victoria amazonica,25,9,1974,268
2269914,victoria,victoria amazonica,29,10,1968,303
s06/11662,victoria,victoria amazonica,30,4,1904,121
24814,victoria,victoria amazonica,29,10,1968,303
211501,victoria,victoria amazonica,18,2,2002,49
1214,victoria,victoria amazonica,17,6,1955,168
l.1162207,victoria,victoria amazonica,31,1,1967,31
l.1717343,victoria,victoria amazonica,16,7,1959,197
46745,victoria,victoria amazonica,25,9,1974,268
64221,victoria,victoria amazonica,19,11,1976,324
u.1446090,victoria,victoria amazonica,21,11,1992,326
l.3710382,victoria,victoria amazonica,30,8,1965,242
u.1446091,victoria,victoria amazonica,21,11,1992,326
rb00267640,victoria,victoria amazonica,25,6,1935,176
khd00046709,victoria,victoria amazonica,17,9,1984,261
rb00267606,victoria,victoria amazonica,25,12,1938,359
no disponible,victoria,victoria amazonica,25,5,1984,146
rb00597189,victoria,victoria amazonica,15,2,2009,46
745741,victoria,victoria amazonica,15,3,1977,74
31218,victoria,victoria amazonica,26,11,2010,330
745765,victoria,victoria amazonica,15,9,1978,258
3414212,victoria,victoria amazonica,25,9,1974,268
21886,victoria,victoria amazonica,25,3,2001,84
1542744,victoria,victoria amazonica,15,3,1988,75
1456102,victoria,victoria amazonica,27,7,2000,209
2615050,victoria,victoria amazonica,30,1,1969,30
745700,victoria,victoria amazonica,21,12,1982,355
3426462,victoria,victoria amazonica,21,10,1996,295
1356114,victoria,victoria amazonica,22,5,1978,142
3415011,victoria,victoria amazonica,16,7,1998,197
1534,victoria,victoria amazonica,18,2,2002,49
5778,victoria,victoria amazonica,20,3,1989,79
12148,victoria,victoria amazonica,17,8,1996,230
3414233,victoria,victoria amazonica,27,9,1988,271
3414911,victoria,victoria amazonica,15,8,1987,227
3415253,victoria,victoria amazonica,29,10,1968,303
1908015,victoria,victoria amazonica,29,7,2002,210
101151564,victoria,victoria amazonica,14,8,2019,226
1,victoria,victoria amazonica,20,9,2008,264
12427,victoria,victoria amazonica,29,1,1973,29
206517,victoria,victoria amazonica,15,2,2009,46
91453,victoria,victoria amazonica,16,12,2017,350
3415078,victoria,victoria amazonica,16,7,1998,197
28321,victoria,victoria amazonica,20,3,2014,79
2615051,victoria,victoria amazonica,30,1,1969,30
2281290,victoria,victoria amazonica,25,9,1974,268
2615053,victoria,victoria amazonica,30,1,1969,30
2615052,victoria,victoria amazonica,30,1,1969,30
60179,victoria,victoria amazonica,28,8,1911,240
3322459,victoria,victoria amazonica,21,11,1992,326
3426463,victoria,victoria amazonica,21,10,1996,295
176445,victoria,victoria amazonica,28,1,1909,28
31291,victoria,victoria amazonica,24,11,2010,328
69025,victoria,victoria amazonica,25,3,2001,84
60180,victoria,victoria amazonica,28,1,1908,28
39163,victoria,victoria amazonica,21,4,2002,111
176443,victoria,victoria amazonica,28,8,1911,240
176446,victoria,victoria amazonica,20,3,1963,79
29788,victoria,victoria amazonica,18,10,2010,291
176447,victoria,victoria amazonica,28,1,1909,28
2615049,victoria,victoria amazonica,30,1,1969,30
176444,victoria,victoria amazonica,28,8,1911,240
202883,victoria,victoria amazonica,17,7,2011,198
rb00770734,victoria,victoria amazonica,9,6,1945,160
215811,victoria,victoria amazonica,5,5,2005,125
mel 2316569a,victoria,victoria amazonica,9,2,1867,40
s06/11760,victoria,victoria amazonica,8,8,1904,221
2224868,victoria,victoria amazonica,11,3,1940,71
,victoria,victoria amazonica,0,0,1837,335
745825,victoria,victoria amazonica,5,10,1990,278
,victoria,victoria amazonica,5,2,1974,36
mel 2316568a,victoria,victoria amazonica,9,2,1867,40
mel 2316567a,victoria,victoria amazonica,9,2,1867,40
2269926,victoria,victoria amazonica,2,1,1948,2
mel 2316571a,victoria,victoria amazonica,9,2,1867,40
mel 2316570a,victoria,victoria amazonica,9,2,1867,40
100901831,victoria,victoria amazonica,7,9,1997,250
s/ple/e8993,victoria,victoria amazonica,8,8,1890,220
,victoria,victoria amazonica,12,8,1995,224
57562,victoria,victoria amazonica,12,9,1974,255
l  0740813,victoria,victoria amazonica,1,1,1900,1
,victoria,victoria amazonica,12,8,1995,224
137438,victoria,victoria amazonica,1,10,1984,275
s06/11047,victoria,victoria amazonica,4,8,1900,217
s/a/402,victoria,victoria amazonica,8,8,1880,221
868932,victoria,victoria amazonica,1,10,1984,275
2269908,victoria,victoria amazonica,11,6,1980,163
p06792963,victoria,victoria amazonica,1,7,1845,182
868931,victoria,victoria amazonica,1,10,1984,275
40304,victoria,victoria amazonica,10,9,1990,253
2269912,victoria,victoria amazonica,5,2,1974,36
2269913,victoria,victoria amazonica,7,7,1981,188
2269909,victoria,victoria amazonica,11,6,1980,163
2269944,victoria,victoria amazonica,7,7,1981,188
2269929,victoria,victoria amazonica,5,2,1974,36
s/a/326,victoria,victoria amazonica,8,10,1882,281
u.1446096,victoria,victoria amazonica,2,1,1948,2
3414846,victoria,victoria amazonica,8,8,1987,220
2484402,victoria,victoria amazonica,2,5,1974,122
3414190,victoria,victoria amazonica,6,11,1980,311
rb00267600,victoria,victoria amazonica,6,11,1980,311
2269930,victoria,victoria amazonica,4,7,1995,185
66410,victoria,victoria amazonica,4,3,1977,63
44133,victoria,victoria amazonica,5,2,1974,36
186646,victoria,victoria amazonica,4,7,1995,185
117494,victoria,victoria amazonica,11,6,1980,163
4111,victoria,victoria amazonica,10,1,1984,10
,victoria,victoria amazonica,5,2,1974,36
u.1446094,victoria,victoria amazonica,5,2,1974,36
3260982,victoria,victoria amazonica,9,10,1990,282
u.1446088,victoria,victoria amazonica,1,5,1974,121
,victoria,victoria amazonica,1,8,2004,214
2439447,victoria,victoria amazonica,1,2,1948,32
3344119,victoria,victoria amazonica,8,12,1995,342
2269927,victoria,victoria amazonica,7,4,1850,97
l.1717342,victoria,victoria amazonica,1,5,1902,121
u.1446087,victoria,victoria amazonica,1,5,1974,121
l  0740296,victoria,victoria amazonica,7,10,1936,281
12690,victoria,victoria amazonica,2,10,1974,275
rbtecido01419296,victoria,victoria amazonica,7,4,2019,97
bm000778514,victoria,victoria amazonica,9,4,1850,99
3414187,victoria,victoria amazonica,6,11,1980,311
s06/11634,victoria,victoria amazonica,8,8,1880,221
28342,victoria,victoria amazonica,6,4,2008,97
745729,victoria,victoria amazonica,8,3,1990,67
l  0740814,victoria,victoria amazonica,1,1,1905,1
3434118,victoria,victoria amazonica,1,10,2006,274
208205,victoria,victoria amazonica,6,11,1980,311
10728,victoria,victoria amazonica,12,11,1992,317
2575058a,victoria,victoria amazonica,6,11,1980,311
3344120,victoria,victoria amazonica,8,12,1995,342
209118,victoria,victoria amazonica,5,8,2003,217
2918763,victoria,victoria amazonica,6,11,1980,311
13874,victoria,victoria amazonica,8,12,1994,342
3260983,victoria,victoria amazonica,9,10,1990,282
p06792962,victoria,victoria amazonica,1,7,1845,182
u.1446093,victoria,victoria amazonica,5,2,1974,36
51806,victoria,victoria amazonica,6,4,2009,96
rb00267593,victoria,victoria amazonica,6,8,1980,219
,victoria,victoria amazonica,12,6,1994,163
p06792964,victoria,victoria amazonica,1,1,1849,1
3946853,victoria,victoria amazonica,9,7,1997,190
216832,victoria,victoria amazonica,12,11,1992,317
60193,victoria,victoria amazonica,7,12,1982,341
68950,victoria,victoria amazonica,12,7,2014,193
109522,echinodorus,echinodorus grisebachii,19,10,1971,292
s17/37906,echinodorus,echinodorus grisebachii,16,7,1971,197
32473,echinodorus,echinodorus grisebachii,16,7,1971,197
,echinodorus,echinodorus grisebachii,27,8,2008,240
2283004,echinodorus,echinodorus grisebachii,30,5,1968,151
961171,echinodorus,echinodorus grisebachii,20,3,1987,79
u.1058134,echinodorus,echinodorus grisebachii,16,7,1971,197
514178,echinodorus,echinodorus grisebachii,29,11,1989,333
,echinodorus,echinodorus grisebachii,16,7,1992,198
1039585,echinodorus,echinodorus grisebachii,27,8,2008,240
393771,echinodorus,echinodorus grisebachii,26,8,1960,239
2283000,echinodorus,echinodorus grisebachii,20,7,1971,201
u.1058135,echinodorus,echinodorus grisebachii,16,7,1971,197
152631,echinodorus,echinodorus grisebachii,28,3,1983,87
109523,echinodorus,echinodorus grisebachii,19,10,1971,292
109524,echinodorus,echinodorus grisebachii,19,10,1971,292
554350,echinodorus,echinodorus grisebachii,28,2,1990,59
32654,echinodorus,echinodorus grisebachii,20,7,1971,201
63075,echinodorus,echinodorus grisebachii,18,8,1976,231
,echinodorus,echinodorus grisebachii,27,8,1979,239
u.1058122,echinodorus,echinodorus grisebachii,30,5,1968,151
2282999,echinodorus,echinodorus grisebachii,28,6,1965,179
2283001,echinodorus,echinodorus grisebachii,16,7,1971,197
rb01389956,echinodorus,echinodorus grisebachii,26,6,2001,177
s17/37905,echinodorus,echinodorus grisebachii,20,7,1971,201
537146,echinodorus,echinodorus grisebachii,14,4,1988,105
,echinodorus,echinodorus grisebachii,18,7,1983,199
2283005,echinodorus,echinodorus grisebachii,16,10,1985,289
393770,echinodorus,echinodorus grisebachii,22,8,1929,234
311445,echinodorus,echinodorus grisebachii,27,8,1979,239
barcode/00022744,echinodorus,echinodorus grisebachii,22,8,1850,234
rb00469062,echinodorus,echinodorus grisebachii,19,9,1973,262
p00506550,echinodorus,echinodorus grisebachii,18,9,1850,261
289203,echinodorus,echinodorus grisebachii,26,4,1978,116
p00506551,echinodorus,echinodorus grisebachii,28,9,1850,271
158070,echinodorus,echinodorus grisebachii,27,8,1979,239
150523,echinodorus,echinodorus grisebachii,14,10,1989,287
516,echinodorus,echinodorus grisebachii,18,10,1950,291
14725,echinodorus,echinodorus grisebachii,21,6,2014,172
3385592,echinodorus,echinodorus grisebachii,27,3,2002,86
3389460,echinodorus,echinodorus grisebachii,20,6,1998,171
99895,echinodorus,echinodorus grisebachii,15,8,2001,227
1004313,echinodorus,echinodorus grisebachii,26,4,1978,116
157999,echinodorus,echinodorus grisebachii,20,3,1987,79
3384971,echinodorus,echinodorus grisebachii,16,9,1995,259
1093007,echinodorus,echinodorus grisebachii,13,8,1996,226
1656508,echinodorus,echinodorus grisebachii,17,5,1973,137
158147,echinodorus,echinodorus grisebachii,18,7,1983,199
3389897,echinodorus,echinodorus grisebachii,16,10,1985,289
1717750,echinodorus,echinodorus grisebachii,17,7,1996,199
3388936,echinodorus,echinodorus grisebachii,19,9,1973,262
2504,echinodorus,echinodorus grisebachii,16,10,1985,289
4192,echinodorus,echinodorus grisebachii,22,5,2002,142
517,echinodorus,echinodorus grisebachii,28,6,1965,179
206933,echinodorus,echinodorus grisebachii,27,8,2008,240
34367,echinodorus,echinodorus grisebachii,20,11,2003,324
3063264,echinodorus,echinodorus grisebachii,26,6,1998,177
1990,echinodorus,echinodorus grisebachii,27,8,2008,240
938861,echinodorus,echinodorus grisebachii,20,5,1994,140
1717714,echinodorus,echinodorus grisebachii,24,9,1999,267
1467,echinodorus,echinodorus grisebachii,18,10,1950,291
24151,echinodorus,echinodorus grisebachii,20,4,1992,111
3349519,echinodorus,echinodorus grisebachii,16,9,1995,259
60330,echinodorus,echinodorus grisebachii,30,8,2003,242
6083,echinodorus,echinodorus grisebachii,25,4,1995,115
99903,echinodorus,echinodorus grisebachii,15,8,2001,227
3118051,echinodorus,echinodorus grisebachii,27,8,1987,239
3703020,echinodorus,echinodorus grisebachii,13,8,1996,226
214936,echinodorus,echinodorus grisebachii,20,7,1971,201
4527,echinodorus,echinodorus grisebachii,26,4,1978,116
1466,echinodorus,echinodorus grisebachii,28,6,1965,179
202161,echinodorus,echinodorus grisebachii,16,7,1971,197
72873,echinodorus,echinodorus grisebachii,21,10,2016,295
76879,echinodorus,echinodorus grisebachii,26,9,2019,269
73820,echinodorus,echinodorus grisebachii,23,5,1964,144
43075,echinodorus,echinodorus grisebachii,26,6,2001,177
s17/37908,echinodorus,echinodorus grisebachii,10,9,1850,253
,echinodorus,echinodorus grisebachii,0,0,1860,334
s17/37907,echinodorus,echinodorus grisebachii,10,9,1850,253
,echinodorus,echinodorus grisebachii,0,0,1853,335
,echinodorus,echinodorus grisebachii,0,11,1849,304
jct jct/s11570.1,echinodorus,echinodorus grisebachii,3,7,2013,184
s17/37904,echinodorus,echinodorus grisebachii,5,8,1968,218
,echinodorus,echinodorus grisebachii,6,10,1989,279
393772,echinodorus,echinodorus grisebachii,7,6,1980,159
,echinodorus,echinodorus grisebachii,0,8,1850,212
rb00469070,echinodorus,echinodorus grisebachii,9,11,1948,314
s/r/1819,echinodorus,echinodorus grisebachii,1,1,1900,1
,echinodorus,echinodorus grisebachii,0,8,1850,212
133167,echinodorus,echinodorus grisebachii,6,11,2008,311
311441,echinodorus,echinodorus grisebachii,7,8,1850,219
393737,echinodorus,echinodorus grisebachii,7,3,1981,66
2283003,echinodorus,echinodorus grisebachii,7,7,1892,189
,echinodorus,echinodorus grisebachii,0,11,1849,304
2282997,echinodorus,echinodorus grisebachii,7,11,1849,311
s/r/1817,echinodorus,echinodorus grisebachii,8,8,1850,220
1092659,echinodorus,echinodorus grisebachii,9,12,1996,344
2451079,echinodorus,echinodorus grisebachii,3,2,1990,34
939896,echinodorus,echinodorus grisebachii,6,2,1994,37
157980,echinodorus,echinodorus grisebachii,3,12,1987,337
940779,echinodorus,echinodorus grisebachii,6,9,1994,249
146977,echinodorus,echinodorus grisebachii,12,2,1979,43
s11/8144,echinodorus,echinodorus grisebachii,8,8,1850,220
23578,echinodorus,echinodorus grisebachii,5,8,1968,218
62104,echinodorus,echinodorus grisebachii,6,1,1980,6
2283002,echinodorus,echinodorus grisebachii,3,10,1960,277
u.1058125,echinodorus,echinodorus grisebachii,8,9,1966,251
2282998,echinodorus,echinodorus grisebachii,5,8,1968,218
3118018,echinodorus,echinodorus grisebachii,9,6,1987,160
barcode/00026760,echinodorus,echinodorus grisebachii,1,1,1900,1
171541,echinodorus,echinodorus grisebachii,7,3,1981,66
157898,echinodorus,echinodorus grisebachii,3,5,1979,123
100421111,echinodorus,echinodorus grisebachii,8,8,1857,220
26793,echinodorus,echinodorus grisebachii,6,9,1984,250
393742,echinodorus,echinodorus grisebachii,8,3,1911,67
133163,echinodorus,echinodorus grisebachii,6,11,2008,311
3388077,echinodorus,echinodorus grisebachii,4,5,1985,124
822845,echinodorus,echinodorus grisebachii,8,9,1966,251
65502,echinodorus,echinodorus grisebachii,5,11,2016,310
2416903,echinodorus,echinodorus grisebachii,8,8,1860,221
158014,echinodorus,echinodorus grisebachii,8,8,1979,220
718221,echinodorus,echinodorus grisebachii,3,8,1911,215
2284224,echinodorus,echinodorus grisebachii,6,10,1950,279
1004318,echinodorus,echinodorus grisebachii,3,7,1981,184
3577025,echinodorus,echinodorus grisebachii,10,6,1989,161
3097539,echinodorus,echinodorus grisebachii,4,5,1985,124
73857,echinodorus,echinodorus grisebachii,6,6,2014,157
542894,echinodorus,echinodorus grisebachii,5,3,1979,64
961136,echinodorus,echinodorus grisebachii,12,3,1987,71
72885,echinodorus,echinodorus grisebachii,12,7,2007,193
100551141,euterpe,euterpe precatoria longivaginata,15,10,1898,288
v0092071f,euterpe,euterpe precatoria longivaginata,21,4,1944,112
u.1123755,euterpe,euterpe precatoria longivaginata,31,8,1966,243
u.1123748,euterpe,euterpe precatoria longivaginata,30,3,1966,89
u.1123754,euterpe,euterpe precatoria longivaginata,31,8,1966,243
67467,euterpe,euterpe precatoria longivaginata,25,2,1985,56
1039197,euterpe,euterpe precatoria longivaginata,28,6,1998,179
750557,euterpe,euterpe precatoria longivaginata,25,4,1995,115
736376,euterpe,euterpe precatoria longivaginata,25,4,1995,115
910085,euterpe,euterpe precatoria longivaginata,28,6,1998,179
1174492,euterpe,euterpe precatoria longivaginata,28,6,1998,179
526090,euterpe,euterpe precatoria longivaginata,27,4,1978,117
1039198,euterpe,euterpe precatoria longivaginata,28,6,1998,179
1758161,euterpe,euterpe precatoria longivaginata,25,10,1999,298
290452,euterpe,euterpe precatoria longivaginata,25,11,1985,329
2599632,euterpe,euterpe precatoria longivaginata,15,8,1978,227
3370430,euterpe,euterpe precatoria longivaginata,19,6,1967,170
2931267,euterpe,euterpe precatoria longivaginata,17,12,2005,351
2580631,euterpe,euterpe precatoria longivaginata,15,4,1904,106
2580632,euterpe,euterpe precatoria longivaginata,15,4,1904,106
2580635,euterpe,euterpe precatoria longivaginata,15,4,1904,106
290500,euterpe,euterpe precatoria longivaginata,17,6,1986,168
2580633,euterpe,euterpe precatoria longivaginata,15,4,1904,106
290409,euterpe,euterpe precatoria longivaginata,16,1,1986,16
2580638,euterpe,euterpe precatoria longivaginata,15,5,1904,136
100551139,euterpe,euterpe precatoria longivaginata,15,8,1988,228
100894035,euterpe,euterpe precatoria longivaginata,14,12,2013,348
287876,euterpe,euterpe precatoria longivaginata,27,12,1988,362
289065,euterpe,euterpe precatoria longivaginata,19,9,1986,262
943920,euterpe,euterpe precatoria longivaginata,25,7,1974,206
289361,euterpe,euterpe precatoria longivaginata,18,11,1985,322
2624560,euterpe,euterpe precatoria longivaginata,28,7,1983,209
288631,euterpe,euterpe precatoria longivaginata,16,2,1991,47
290696,euterpe,euterpe precatoria longivaginata,25,11,1985,329
290604,euterpe,euterpe precatoria longivaginata,15,9,1986,258
289808,euterpe,euterpe precatoria longivaginata,14,6,1985,165
1958291,euterpe,euterpe precatoria longivaginata,30,5,1994,150
1873157,euterpe,euterpe precatoria longivaginata,27,2,1979,58
100551137,euterpe,euterpe precatoria longivaginata,23,7,1977,204
1727387,euterpe,euterpe precatoria longivaginata,30,7,1987,211
286325,euterpe,euterpe precatoria longivaginata,29,11,1990,333
101080994,euterpe,euterpe precatoria longivaginata,23,8,2017,235
2580634,euterpe,euterpe precatoria longivaginata,15,4,1904,106
100225802,euterpe,euterpe precatoria longivaginata,21,4,1944,112
3563845,euterpe,euterpe precatoria longivaginata,19,5,1968,140
101174171,euterpe,euterpe precatoria longivaginata,28,8,2018,240
1727374,euterpe,euterpe precatoria longivaginata,26,11,1988,331
100176737,euterpe,euterpe precatoria longivaginata,24,2,2001,55
3563847,euterpe,euterpe precatoria longivaginata,19,5,1968,140
3563846,euterpe,euterpe precatoria longivaginata,19,5,1968,140
100478650,euterpe,euterpe precatoria longivaginata,25,2,2007,56
2662513,euterpe,euterpe precatoria longivaginata,16,6,1983,167
101080987,euterpe,euterpe precatoria longivaginata,27,7,2017,208
2580630,euterpe,euterpe precatoria longivaginata,15,4,1904,106
100553574,euterpe,euterpe precatoria longivaginata,30,3,1968,90
294235,euterpe,euterpe precatoria longivaginata,30,4,1990,120
290998,euterpe,euterpe precatoria longivaginata,14,10,1987,287
2974557,euterpe,euterpe precatoria longivaginata,16,4,1928,107
293537,euterpe,euterpe precatoria longivaginata,27,7,1986,208
2625242,euterpe,euterpe precatoria longivaginata,20,1,1984,20
1758162,euterpe,euterpe precatoria longivaginata,25,10,1999,298
2809055,euterpe,euterpe precatoria longivaginata,22,4,1944,113
12523,euterpe,euterpe precatoria longivaginata,16,10,1989,289
12522,euterpe,euterpe precatoria longivaginata,16,10,1989,289
100395980,euterpe,euterpe precatoria longivaginata,13,10,2009,286
920933,euterpe,euterpe precatoria longivaginata,8,8,1905,220
1746841,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1746836,euterpe,euterpe precatoria longivaginata,8,2,1938,39
288647,euterpe,euterpe precatoria longivaginata,11,4,1991,101
291303,euterpe,euterpe precatoria longivaginata,4,4,1992,95
290550,euterpe,euterpe precatoria longivaginata,1,11,1986,305
294130,euterpe,euterpe precatoria longivaginata,8,4,1982,98
1746838,euterpe,euterpe precatoria longivaginata,8,2,1938,39
u.1123747,euterpe,euterpe precatoria longivaginata,7,8,1966,219
,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1746834,euterpe,euterpe precatoria longivaginata,8,2,1938,39
,euterpe,euterpe precatoria longivaginata,8,2,1938,39
2580636,euterpe,euterpe precatoria longivaginata,5,8,1904,218
290996,euterpe,euterpe precatoria longivaginata,6,4,1988,97
1746833,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1746835,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1575482,euterpe,euterpe precatoria longivaginata,3,7,2000,185
862283,euterpe,euterpe precatoria longivaginata,5,3,1914,64
1746837,euterpe,euterpe precatoria longivaginata,8,2,1938,39
67591,euterpe,euterpe precatoria longivaginata,2,8,1938,214
290689,euterpe,euterpe precatoria longivaginata,2,10,1985,275
1874312,euterpe,euterpe precatoria longivaginata,3,2,1979,34
231711,euterpe,euterpe precatoria longivaginata,1,8,1986,213
287097,euterpe,euterpe precatoria longivaginata,8,8,1977,220
294284,euterpe,euterpe precatoria longivaginata,2,4,1985,92
2580637,euterpe,euterpe precatoria longivaginata,5,8,1904,218
1505495,euterpe,euterpe precatoria longivaginata,12,5,1981,132
2599663,euterpe,euterpe precatoria longivaginata,6,5,1975,126
100549549,euterpe,euterpe precatoria longivaginata,2,7,1982,183
1345166,euterpe,euterpe precatoria longivaginata,4,3,1980,64
959055,euterpe,euterpe precatoria longivaginata,1,5,1981,121
289087,euterpe,euterpe precatoria longivaginata,3,2,1987,34
288703,euterpe,euterpe precatoria longivaginata,7,4,1992,98
100245000,euterpe,euterpe precatoria longivaginata,7,9,1996,251
3365559,euterpe,euterpe precatoria longivaginata,2,11,1991,306
292638,euterpe,euterpe precatoria longivaginata,5,10,1982,278
1838842,euterpe,euterpe precatoria longivaginata,5,8,1979,217
1727379,euterpe,euterpe precatoria longivaginata,11,3,1986,70
1231810,euterpe,euterpe precatoria longivaginata,8,9,1997,251
100549558,euterpe,euterpe precatoria longivaginata,2,8,1939,214
3418254,euterpe,euterpe precatoria longivaginata,2,2,1983,33
289351,euterpe,euterpe precatoria longivaginata,5,3,1984,65
100530322,euterpe,euterpe precatoria longivaginata,2,12,2012,337
3365557,euterpe,euterpe precatoria longivaginata,2,11,1991,306
3365565,euterpe,euterpe precatoria longivaginata,2,11,1991,306
100798292,euterpe,euterpe precatoria longivaginata,5,9,2014,248
100549553,euterpe,euterpe precatoria longivaginata,11,6,1979,162
1746840,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1746839,euterpe,euterpe precatoria longivaginata,8,2,1938,39
1562417,euterpe,euterpe precatoria longivaginata,8,8,1760,221
u.1123756,euterpe,euterpe precatoria longivaginata,5,12,1967,339
294270,euterpe,euterpe precatoria longivaginata,5,6,1990,156
100549557,euterpe,euterpe precatoria longivaginata,10,9,1977,253
2687675,euterpe,euterpe precatoria longivaginata,4,1,1988,4
2599636,euterpe,euterpe precatoria longivaginata,9,3,1984,69
1835792,euterpe,euterpe precatoria longivaginata,4,4,1979,94
100549562,euterpe,euterpe precatoria longivaginata,5,4,1970,95
barcode/00028524,euterpe,euterpe precatoria longivaginata,2,8,1938,214
l.1412872,euterpe,euterpe precatoria longivaginata,1,1,1856,1
533396,euterpe,euterpe precatoria longivaginata,4,6,1988,156
878098,attalea,attalea eichleri,15,12,1989,349
878128,attalea,attalea eichleri,15,12,1989,349
878101,attalea,attalea eichleri,15,12,1989,349
246900,attalea,attalea eichleri,16,8,2012,229
246899,attalea,attalea eichleri,16,8,2012,229
878129,attalea,attalea eichleri,15,12,1989,349
878125,attalea,attalea eichleri,21,11,1984,326
878127,attalea,attalea eichleri,15,12,1989,349
1137580,attalea,attalea eichleri,20,2,1980,51
878100,attalea,attalea eichleri,15,12,1989,349
2326846,attalea,attalea eichleri,13,4,1998,103
,attalea,attalea eichleri,14,12,1994,348
878099,attalea,attalea eichleri,15,12,1989,349
2326843,attalea,attalea eichleri,18,7,1892,200
101268677,attalea,attalea eichleri,22,8,1895,234
2326840,attalea,attalea eichleri,18,7,1892,200
2326842,attalea,attalea eichleri,18,7,1892,200
101268675,attalea,attalea eichleri,22,9,1844,266
p00118496,attalea,attalea eichleri,28,9,1844,272
2326841,attalea,attalea eichleri,18,7,1892,200
2326839,attalea,attalea eichleri,18,7,1892,200
p00118497,attalea,attalea eichleri,28,9,1844,272
14154,attalea,attalea eichleri,15,12,1989,349
49935,attalea,attalea eichleri,13,9,2003,256
152446,attalea,attalea eichleri,27,2,2010,58
29524,attalea,attalea eichleri,30,5,1973,150
206340,attalea,attalea eichleri,17,7,2012,199
1256,attalea,attalea eichleri,29,10,1988,303
37580,attalea,attalea eichleri,21,8,1987,233
199736,attalea,attalea eichleri,31,7,2002,212
13759,attalea,attalea eichleri,15,1,2014,15
44645,attalea,attalea eichleri,29,10,1988,303
9781,attalea,attalea eichleri,25,4,2001,115
16848,attalea,attalea eichleri,25,2,1998,56
35009,attalea,attalea eichleri,26,3,2004,86
69906,attalea,attalea eichleri,26,10,1955,299
214553,attalea,attalea eichleri,21,8,2015,233
,attalea,attalea eichleri,29,10,1988,303
2221409,attalea,attalea eichleri,30,7,1949,211
201740,attalea,attalea eichleri,31,7,2002,212
3487368,attalea,attalea eichleri,29,10,1988,303
220766,attalea,attalea eichleri,18,9,2014,261
8469,attalea,attalea eichleri,20,8,1994,232
140842,attalea,attalea eichleri,26,1,2000,26
68382,attalea,attalea eichleri,21,1,2008,21
164024,attalea,attalea eichleri,14,6,1993,165
11597,attalea,attalea eichleri,30,7,1949,211
14153,attalea,attalea eichleri,15,12,1989,349
58016,attalea,attalea eichleri,15,4,2001,105
3487369,attalea,attalea eichleri,29,10,1988,303
10752,attalea,attalea eichleri,28,5,1985,148
545,attalea,attalea eichleri,23,9,1988,267
42191,attalea,attalea eichleri,19,4,2001,109
37582,attalea,attalea eichleri,21,8,1987,233
52073,attalea,attalea eichleri,16,6,2002,167
66458,attalea,attalea eichleri,18,2,2005,49
52074,attalea,attalea eichleri,16,6,2002,167
14155,attalea,attalea eichleri,15,12,1989,349
87949,attalea,attalea eichleri,24,11,2014,328
4745,attalea,attalea eichleri,20,9,1967,263
rb00789335,attalea,attalea eichleri,9,2,1986,40
,attalea,attalea eichleri,0,0,1839,334
131524,attalea,attalea eichleri,11,4,2007,101
878126,attalea,attalea eichleri,6,12,1988,341
,attalea,attalea eichleri,8,8,1844,221
859156,attalea,attalea eichleri,6,12,1988,341
2326845,attalea,attalea eichleri,2,12,1981,336
